9/10,Jhs 259 William Mckinley,"7301 Fort Hamilton Parkway, Brooklyn, NY, 11228","Public district, 6-8","1,858"
9/10,Ps 277 Gerritsen Beach,"2529 Gerritsen Avenue, Brooklyn, NY, 11229","Public district, PK-5",418
9/10,Ps 134,"4001 18th Avenue, Brooklyn, NY, 11218","Public district, K-5",566
9/10,The School Of Integrated Learning,"1224 Park Place, Brooklyn, NY, 11213","Public district, 6-8",261
9/10,Hellenic Classical Charter School,"646 5th Avenue, Brooklyn, NY, 11215","Public charter, K-8",478
9/10,P.S. 682 The Academy of Talented Scholars,"50 Avenue P, Brooklyn, NY, 11204","Public district, K-5",378
9/10,Brooklyn School Of Inquiry,"50 Avenue P, Brooklyn, NY, 11204","Public district, K-8",566
9/10,Success Academy Bed-Stuy 1,"70 Tompkins Avenue, Brooklyn, NY, 11206","Public charter, K-7",692
9/10,Success Academy Cobble Hill,"284 Baltic Street, Brooklyn, NY, 11201","Public charter, K-4",412
9/10,Success Academy - Fort Greene,"101 Park Ave-3rd Fl, Brooklyn, NY, 11205","Public charter, K-4",374
9/10,Beginning with Children Charter II,"215 Heyward Street, Brooklyn, NY, 11206","Public charter, K-6",343
9/10,Success Academy Crown Heights,"330 Crown St, Brooklyn, NY, 11225","Public charter, K-4",578
9/10,Canarsie Ascend Charter School,"9719 Flatlands Avenue, Brooklyn, NY, 11236","Public charter, K-5",680
9/10,Achievement First North Brooklyn Prep Charter School,"200 Woodbine Street, Brooklyn, NY, 11221","Public charter, K-4",419
8/10,Brooklyn College Academy,"350 Coney Island Avenue, Brooklyn, NY, 11218","Public district, 9-12",622
8/10,Leon M Goldstein High School For The Sciences,"1830 Shore Boulevard, Brooklyn, NY, 11235","Public district, 9-12","1,011"
8/10,Jhs 383 Philippa Schuyler,"1300 Greene Avenue, Brooklyn, NY, 11237","Public district, 5-8",869
8/10,"P.S.10 Magnet School for Math, Science & Design Technology","511 7th Avenue, Brooklyn, NY, 11215","Public district, K-5",933
8/10,Ps 29 John M Harrigan,"425 Henry Street, Brooklyn, NY, 11201","Public district, PK-5",922
8/10,Ps 31 Samuel F Dupont,"75 Meserole Avenue, Brooklyn, NY, 11222","Public district, PK-5",594
8/10,Ps 39 Henry Bristow,"417 6th Avenue, Brooklyn, NY, 11215","Public district, K-5",411
8/10,Ps Is 104 The Fort Hamilton School,"9115 5th Avenue, Brooklyn, NY, 11209","Public district, K-8","1,264"
8/10,Ps 108 Sal Abbracciamento,"200 Linwood Street, Brooklyn, NY, 11208","Public district, PK-5",960
8/10,Magnet School For Science And Technology,"1625 11th Avenue, Brooklyn, NY, 11215","Public district, K-5",517
8/10,Ps 160 William T Sampson,"5105 Fort Hamilton Parkway, Brooklyn, NY, 11219","Public district, K-5","1,278"
8/10,Ps 163 Bath Beach,"109 Bay 14th Street, Brooklyn, NY, 11214","Public district, K-8",626
8/10,Ps 164 Caesar Rodney,"4211 14th Avenue, Brooklyn, NY, 11219","Public district, PK-5",698
8/10,Ps 176 Ovington,"1225 Bay Ridge Avenue, Brooklyn, NY, 11219","Public district, K-5","1,334"
8/10,The Seeall Academy,"5601 16th Avenue, Brooklyn, NY, 11204","Public district, PK-8","1,129"
8/10,Ps 185 Walter Kassenbrock,"8601 Ridge Boulevard, Brooklyn, NY, 11209","Public district, K-5",650
8/10,Ps 186 Dr Irving A Gladstone,"7601 19th Avenue, Brooklyn, NY, 11214","Public district, K-5","1,030"
8/10,Ps 189 Lincoln Terrace,"1100 East New York Avenue, Brooklyn, NY, 11212","Public district, K-8","1,033"
8/10,Ps 204 Vince Lombardi,"8101 15th Avenue, Brooklyn, NY, 11228","Public district, PK-5","1,178"
8/10,Ps 207 Elizabeth G Leary,"4011 Fillmore Avenue, Brooklyn, NY, 11234","Public district, PK-8","1,230"
8/10,Ps 209 Margaret Mead,"2609 East 7th Street, Brooklyn, NY, 11235","Public district, PK-8",725
8/10,Jhs 220 John J Pershing,"4812 9th Avenue, Brooklyn, NY, 11220","Public district, 6-8","1,539"
8/10,Ps 222 Katherine R Snyder,"3301 Quentin Road, Brooklyn, NY, 11234","Public district, PK-5",935
8/10,Jhs 223 The Montauk,"4200 16th Avenue, Brooklyn, NY, 11219","Public district, 6-8",942
8/10,Is 228 David A Boody,"228 Avenue S, Brooklyn, NY, 11223","Public district, 6-8","1,309"
8/10,Ps 253,"601 Ocean View Avenue, Brooklyn, NY, 11235","Public district, PK-5",912
8/10,Ps 255 Barbara Reing School,"1866 East 17th Street, Brooklyn, NY, 11229","Public district, PK-5",931
8/10,Ps 316 Elijah Stroud,"750 Classon Avenue, Brooklyn, NY, 11238","Public district, PK-5",537
8/10,Ps 380 John Wayne Elementary School,"370 Marcy Avenue, Brooklyn, NY, 11206","Public district, PK-5",582
8/10,Jhs 88 Peter Rouget,"544 7th Avenue, Brooklyn, NY, 11215","Public district, 6-8","1,355"
8/10,Ps 69 Vincent D Grippo School,"6302 9th Avenue, Brooklyn, NY, 11220","Public district, K-5",783
8/10,Bedford Academy High School,"1119 Bedford Avenue, Brooklyn, NY, 11216","Public district, 9-12",368
8/10,All City Leadership Secondary School,"321 Palmetto Street, Brooklyn, NY, 11237","Public district, 6-12",435
8/10,Excellence Boys Charter School Of Bedford Stuyvesa,"225 Patchen Avenue, Brooklyn, NY, 11233","Public charter, K-8",638
8/10,Achievement First Bushwick Charter School,"1300 Greene Avenue, Brooklyn, NY, 11237","Public charter, K-12","1,113"
8/10,Bedford Stuyvesant Collegiate Charter School,"800 Gates Avenue, Brooklyn, NY, 11221","Public charter, 5-8",477
8/10,Achievement First Brownsville Charter School,"2021 Bergen Street, Brooklyn, NY, 11233","Public charter, K-10","1,038"
8/10,Achievement First Apollo Charter School,"350 Linwood Street, Brooklyn, NY, 11208","Public charter, K-8",849
8/10,Ps 264 Bay Ridge Elementary School For The Arts,"371 89th Street, Brooklyn, NY, 11209","Public district, K-5",481
8/10,Millennium Brooklyn High School,"237 7th Avenue, Brooklyn, NY, 11215","Public district, 9-12",667
7/10,Medgar Evers College Preparatory School,"1186 Carroll Street, Brooklyn, NY, 11225","Public district, 6-12","1,253"
7/10,Ps 376,"194 Harman Street, Brooklyn, NY, 11237","Public district, K-5",518
7/10,Jhs 278 Marine Park,"1925 Stuart Street, Brooklyn, NY, 11229","Public district, 6-8","1,107"
7/10,Ps 8 Robert Fulton,"37 Hicks Street, Brooklyn, NY, 11201","Public district, K-8",916
7/10,Ps 25 Eubie Blake School,"787 Lafayette Avenue, Brooklyn, NY, 11221","Public district, PK-5",175
7/10,Ps 26 Jesse Owens,"1014 Lafayette Avenue, Brooklyn, NY, 11221","Public district, PK-5",230
7/10,P.S. 34 Oliver H Perry,"131 Norman Avenue, Brooklyn, NY, 11222","Public district, PK-5",482
7/10,Ps 38 The Pacific,"450 Pacific Street, Brooklyn, NY, 11217","Public district, PK-5",570
7/10,Ps 48 Mapleton,"6015 18th Avenue, Brooklyn, NY, 11204","Public district, PK-5",593
7/10,Jhs 62 Ditmas,"700 Cortelyou Road, Brooklyn, NY, 11218","Public district, 6-8","1,200"
7/10,Ps 65,"696 Jamaica Avenue, Brooklyn, NY, 11208","Public district, K-5",611
7/10,Ps 295,"330 18th Street, Brooklyn NY 11215, Brooklyn, NY, 11215","Public district, PK-5",497
7/10,Ps 95 The Gravesend,"345 Van Sicklen Street, Brooklyn, NY, 11223","Public district, PK-8",941
7/10,I.S. 96 Seth Low,"99 Avenue P, Brooklyn, NY, 11204","Public district, 6-8",773
7/10,Ps 97 The Highlawn,"1855 Stillwell Avenue, Brooklyn, NY, 11223","Public district, K-5",773
7/10,Ps 102 The Bayview,"211 72nd Street, Brooklyn, NY, 11209","Public district, K-5","1,426"
7/10,Ps 112 Lefferts Park,"7115 15th Avenue, Brooklyn, NY, 11228","Public district, PK-5",684
7/10,Ps 127 Mckinley Park,"7805 7th Avenue, Brooklyn, NY, 11228","Public district, K-5",538
7/10,Ps 131,"4305 Fort Hamilton Parkway, Brooklyn, NY, 11219","Public district, PK-5","1,004"
7/10,Ps 138,"760 Prospect Place, Brooklyn, NY, 11216","Public district, PK-8",560
7/10,Ralph A Fabrizio School,"619 72nd Street, Brooklyn, NY, 11209","Public district, K-5","1,037"
7/10,Ps 199 Frederick Wachtel,"1100 Elm Avenue, Brooklyn, NY, 11230","Public district, PK-5",551
7/10,Ps 205 Clarion,"6701 20th Avenue, Brooklyn, NY, 11204","Public district, PK-5","1,280"
7/10,Ps 206 Joseph F Lamb,"2200 Gravesend Neck Road, Brooklyn, NY, 11229","Public district, PK-8","1,503"
7/10,Ps 216 Arturo Toscanini,"350 Avenue X, Brooklyn, NY, 11223","Public district, PK-5",752
7/10,Ps 217 Colonel David Marcus School,"1100 Newkirk Avenue, Brooklyn, NY, 11230","Public district, PK-5","1,175"
7/10,Ps 226 Alfred De B Mason,"6006 23rd Avenue, Brooklyn, NY, 11204","Public district, PK-8","1,025"
7/10,Jhs 227 Edward B Shallow,"6500 16th Avenue, Brooklyn, NY, 11204","Public district, 6-8","1,499"
7/10,Ps 254 Dag Hammarskjold,"1801 Avenue Y, Brooklyn, NY, 11235","Public district, PK-5",796
7/10,Is 281 Joseph B Cavallaro,"8787 24th Avenue, Brooklyn, NY, 11214","Public district, 6-8","1,341"
7/10,Ps 289 George V Brower,"900 Saint Marks Avenue, Brooklyn, NY, 11213","Public district, PK-5",394
7/10,Jhs 292 Margaret S Douglas,"301 Vermont Street, Brooklyn, NY, 11207","Public district, 6-8",563
7/10,Is 303 Herbert S Eisenberg,"501 West Avenue, Brooklyn, NY, 11224","Public district, 6-8",536
7/10,Ps 312 Bergen Beach,"7103 Avenue T, Brooklyn, NY, 11234","Public district, PK-5",791
7/10,Is 30 Mary White Ovington,"7002 4th Avenue, Brooklyn, NY, 11209","Public district, K-4, 6-8",924
7/10,Is 381,"2500 Nostrand Avenue, Brooklyn, NY, 11210","Public district, 6-8",244
7/10,Brooklyn Charter School,"545 Willoughby Avenue, Brooklyn, NY, 11221","Public charter, K-5",194
7/10,Sunset Park Prep,"4004 4th Avenue, Brooklyn, NY, 11232","Public district, 6-8",503
7/10,Science Tech And Research High School At Erasmus,"911 Flatbush Avenue, Brooklyn, NY, 11226","Public district, 6-12",543
7/10,Achievement First East New York Charter School,"557 Pennsylvania Avenue, Brooklyn, NY, 11207","Public charter, K-12",859
7/10,Urban Assembly Academy Of Arts And Letters,"225 Adelphi Street, Brooklyn, NY, 11205","Public district, K-8",516
7/10,Leadership Preparatory Bedford Stuyvesant Charter School,"141 Macon Street, Brooklyn, NY, 11216","Public charter, K-12","1,119"
7/10,Kings Collegiate Charter School,"905 Winthrop Street, Brooklyn, NY, 11203","Public charter, K-1, 5-9",632
7/10,Urban Assembly School for Criminal Justice,"4200 16th Avenue, Brooklyn, NY, 11219","Public district, 6-12",548
7/10,Brighter Choice Community School,"280 Hart Street, Brooklyn, NY, 11206","Public district, PK-5",311
7/10,Kingsborough Early College School,"2630 Benson Avenue, Brooklyn, NY, 11214","Public district, 6-12",656
7/10,Pave Academy Charter School,"732 Henry Street, Brooklyn, NY, 11231","Public charter, K-8",489
7/10,Excellence Girls Charter School,"794 Monroe Street, Brooklyn, NY, 11221","Public charter, K-12","1,452"
7/10,Brooklyn Ascend Charter School,"205 Rockaway Parkway, Brooklyn, NY, 11212","Public charter, K-11","1,395"
7/10,Leadership Preparatory Ocean Hill Charter School,"51 Christopher Avenue, Brooklyn, NY, 11212","Public charter, K-12","1,167"
7/10,Brownsville Ascend Charter School,"1501 Pitkin Avenue, Brooklyn, NY, 11212","Public charter, K-8","1,035"
7/10,Leadership Preparatory Brownsville Charter School,"985 Rockaway Avenue, Brooklyn, NY, 11212","Public charter, K-8",789
7/10,Ocean Hill Collegiate Charter School,"1137 Herkimer Street, Brooklyn, NY, 11233","Public charter, 5-8",336
7/10,Ps 310,"942 62nd Street, Brooklyn, NY, 11219","Public district, K-5",408
7/10,Bushwick Ascend Charter School,"751 Knickerbocker Avenue, Brooklyn, NY, 11221","Public charter, K-8",883
7/10,Imagine Me Leadership Charter School,"818 Schenck Avenue, Brooklyn, NY, 11207","Public charter, K-5",229
7/10,Brooklyn Dreams Charter School,"259 Parkville Avenue, Brooklyn, NY, 11230","Public charter, K-8",580
7/10,Achievement First Aspire Charter,"982 Hegeman Avenue, Brooklyn, NY, 11208","Public charter, K-5",559
7/10,Vista Academy,"350 Linwood Street, Brooklyn, NY, 11208","Public district, 6-8",438
7/10,Brooklyn Landmark Elementary School,"251 Macdougal Street, Brooklyn, NY, 11233","Public district, PK-5",325
7/10,LEADERSHIP PREPARATORY CANARSIE CHARTER SCHOOL,"1070 East 104th Street, Brooklyn, NY, 11236","Public charter, K-8",767
7/10,Achievement First Linden Charter School,"800 Van Siclen Avenue, Brooklyn, NY, 11207","Public charter, K-4",462
6/10,Ps 245,"249 East 17th Street, Brooklyn, NY, 11226","Public district, PK-5",311
6/10,Dr Jacqueline Peek-Davis School,"430 Howard Avenue, Brooklyn, NY, 11233","Public district, PK-5",281
6/10,Jhs 14 Shell Bank,"2424 Batchelder Street, Brooklyn, NY, 11235","Public district, 6-8",522
6/10,Midwood High School,"2839 Bedford Avenue, Brooklyn, NY, 11210","Public district, 9-12","4,060"
6/10,Ps 9 Teunis G Bergen,"80 Underhill Avenue, Brooklyn, NY, 11238","Public district, PK-5",900
6/10,Ps 17 Henry D Woodworth,"208 North 5th Street, Brooklyn, NY, 11211","Public district, PK-5",267
6/10,Ps 20 Clinton Hill,"225 Adelphi Street, Brooklyn, NY, 11205","Public district, PK-5",447
6/10,Ps 32 Samuels Mills Sprole,"317 Hoyt Street, Brooklyn, NY, 11231","Public district, PK-5",532
6/10,Ps 99 Isaac Asimov,"1120 East 10th Street, Brooklyn, NY, 11230","Public district, PK-8",874
6/10,Ps 110 The Monitor,"124 Monitor Street, Brooklyn, NY, 11222","Public district, PK-5",522
6/10,Ps 121 Nelson A Rockefeller,"5301 20th Avenue, Brooklyn, NY, 11204","Public district, K-8",334
6/10,Ps 124 Silas B Dutcher,"515 4th Avenue, Brooklyn, NY, 11215","Public district, PK-5",345
6/10,Ps 128 Bensonhurst,"2075 84th Street, Brooklyn, NY, 11214","Public district, K-5",457
6/10,Ps 130 The Parkside,"70 Ocean Parkway, Brooklyn, NY, 11218","Public district, PK-5",833
6/10,Ps 153 Homecrest,"1970 Homecrest Avenue, Brooklyn, NY, 11229","Public district, PK-5",558
6/10,Ps 177 The Marlboro,"346 Avenue P, Brooklyn, NY, 11204","Public district, PK-5","1,024"
6/10,Ps 192 Magnet School For Math And Science Inquiry,"4715 18th Avenue, Brooklyn, NY, 11204","Public district, PK-8",675
6/10,Ps 197 The Kings Highway Academy,"1599 East 22nd Street, Brooklyn, NY, 11210","Public district, PK-5",656
6/10,Ps 198,"4105 Farragut Road, Brooklyn, NY, 11203","Public district, PK-5",392
6/10,Ps 215 Morris H Weiss,"415 Avenue S, Brooklyn, NY, 11223","Public district, PK-5",924
6/10,Ps 230 Doris L Cohen,"1 Albemarle Road, Brooklyn, NY, 11218","Public district, PK-5","1,168"
6/10,Ps 279 Herman Schreiber,"1070 East 104th Street, Brooklyn, NY, 11236","Public district, PK-5",408
6/10,Ps 282 Park Slope,"180 6th Avenue, Brooklyn, NY, 11217","Public district, PK-8",700
6/10,Is 318 Eugeno Maria De Hostos,"101 Walton Street, Brooklyn, NY, 11206","Public district, 6-8","1,248"
6/10,Ps 397 Foster Laurie,"490 Fenimore Street, Brooklyn, NY, 11203","Public district, PK-5",195
6/10,Ps 315,"2310 Glenwood Road, Brooklyn, NY, 11210","Public district, PK-5",678
6/10,Central Brooklyn Ascend Charter,"465 East 29th Street, Brooklyn, NY, 11226","Public charter, K-4",419
6/10,Ms 267 Math Science And Technology,"800 Gates Avenue, Brooklyn, NY, 11221","Public district, 6-8",266
6/10,New Horizons School,"500 19th Street, Brooklyn, NY, 11215","Public district, 6-8",239
6/10,Is 392,"104 Sutter Avenue, Brooklyn, NY, 11212","Public district, 6-8",292
6/10,High School for Public Service-Heroes of Tomorrow,"600 Kingston Avenue, Brooklyn, NY, 11203","Public district, 9-12",456
6/10,Ps 66,"845 East 96th Street, Brooklyn, NY, 11236","Public district, PK-8",806
6/10,Satellite West Middle School,"19 Dock Street, Brooklyn, NY, 11201","Public district, 6-8",200
6/10,Conselyea Preparatory School,"208 North 5th Street, Brooklyn, NY, 11211","Public district, 6-8",503
6/10,Williamsburg Collegiate Charter School,"157 Wilson Street, Brooklyn, NY, 11211","Public charter, 5-8",330
6/10,Brooklyn Excelsior Charter School,"856 Quincy Street, Brooklyn, NY, 11221","Public charter, K-8",710
6/10,Achievement First Crown Heights Charter School,"790 East New York Avenue, Brooklyn, NY, 11203","Public charter, K-12","1,052"
6/10,KIPP AMP Charter School,"1224 Park Place, Brooklyn, NY, 11213","Public charter, K-12",903
6/10,Community Roots Charter School,"51 Saint Edwards Street, Brooklyn, NY, 11205","Public charter, K-8",475
6/10,Achievement First Endeavor Charter School,"510 Waverly Avenue, Brooklyn, NY, 11238","Public charter, K-12","1,033"
6/10,Brooklyn Brownstone School,"272 Mcdonough St, Brooklyn, NY, 11233","Public district, PK-5",267
6/10,Brooklyn Prospect Charter School,"3002 Fort Hamilton Parkway, Brooklyn, NY, 11218","Public charter, 6-12",742
6/10,Brooklyn Scholars Charter School,"2635 Linden Boulevard, Brooklyn, NY, 11208","Public charter, K-8",627
6/10,Coney Island Preparatory Public Charter School,"315 Avenue U, Brooklyn, NY, 11223","Public charter, K-12","1,009"
6/10,Brownsville Collegiate Charter School,"364 Sackman Street, Brooklyn, NY, 11212","Public charter, 5-10",344
6/10,Brooklyn East Collegiate Charter School,"832 Marcy Avenue, Brooklyn, NY, 11216","Public charter, 5-8",335
6/10,Explore Excel Charter School,"1077 Remsen Avenue, Brooklyn, NY, 11236","Public charter, K-8",541
6/10,Brooklyn School For Math And Researc,"400 Irving Avenue, Brooklyn, NY, 11237","Public district, 9-12",272
6/10,BROOKLYN SCIENCE AND ENGINEERING ACADEMY,"5404 Tilden Avenue, Brooklyn, NY, 11203","Public district, 6-8",255
6/10,Brooklyn Prospect Charter-Downtown,"80 Willoughby Avenue, Brooklyn, NY, 11205","Public charter, K-4, 6-7",510
6/10,Middle 839,"713 Caton Avenue, Brooklyn, NY, 11218","Public district, 6-8",326
6/10,Achievement First Voyager Charter,"601 Parkside Avenue, Brooklyn, NY, 11226","Public charter, 5-6",187
5/10,East New York Family Academy,"145 Pennsylvania Avenue, Brooklyn, NY, 11207","Public district, 6-12",501
5/10,Ms 2,"655 Parkside Avenue, Brooklyn, NY, 11226","Public district, 6-8",493
5/10,Ps 109,"1001 East 45th Street, Brooklyn, NY, 11203","Public district, PK-8",685
5/10,Ps 15 Patrick F Daly,"71 Sullivan Street, Brooklyn, NY, 11231","Public district, PK-5",487
5/10,Ps 18 Edward Bush,"101 Maujer Street, Brooklyn, NY, 11211","Public district, PK-5",178
5/10,Ps 40 George W Carver,"265 Ralph Avenue, Brooklyn, NY, 11233","Public district, PK-5",316
5/10,Ps 45 Horace E Greene,"84 Schaefer Street, Brooklyn, NY, 11207","Public district, PK-8",685
5/10,Ps 52 Sheepshead Bay,"2675 East 29th Street, Brooklyn, NY, 11235","Public district, PK-5",817
5/10,Ps 91 The Albany Avenue School,"532 Albany Avenue, Brooklyn, NY, 11203","Public district, PK-5",262
5/10,Ps 94 The Henry Longfellow,"5010 6th Avenue, Brooklyn, NY, 11220","Public district, K-5","1,382"
5/10,Ps 114 Ryder Elementary School,"1077 Remsen Avenue, Brooklyn, NY, 11236","Public district, PK-5",518
5/10,Ps 115 Daniel Mucatel School,"1500 East 92nd Street, Brooklyn, NY, 11236","Public district, PK-5",967
5/10,Ps 132 The Conselyea School,"320 Manhattan Avenue, Brooklyn, NY, 11211","Public district, PK-5",724
5/10,Ps 135 Sheldon A Brookner,"684 Linden Boulevard, Brooklyn, NY, 11203","Public district, PK-5",575
5/10,Jhs 57 Whitelaw Reid,"125 Stuyvesant Avenue, Brooklyn, NY, 11221","Public district, 6-8",199
5/10,Ps 139 Alexine A Fenty,"330 Rugby Road, Brooklyn, NY, 11226","Public district, PK-5",995
5/10,Ps 169 Sunset Park,"4305 7th Avenue, Brooklyn, NY, 11232","Public district, K-5","1,508"
5/10,Ps 179 Kensington,"202 Avenue C, Brooklyn, NY, 11218","Public district, PK-5",885
5/10,Ps 191 Paul Robeson,"1600 Park Place, Brooklyn, NY, 11233","Public district, PK-5",173
5/10,Ps 193 Gil Hodges,"2515 Avenue L, Brooklyn, NY, 11210","Public district, PK-5",757
5/10,Ps 200 Benson School,"1940 Benson Avenue, Brooklyn, NY, 11214","Public district, PK-5","1,315"
5/10,Is 211 John Wilson,"1001 East 100th Street, Brooklyn, NY, 11236","Public district, 6-8",521
5/10,Ps 212 Lady Deborah Moody,"87 Bay 49th Street, Brooklyn, NY, 11214","Public district, PK-5",696
5/10,Jhs 218 James P Sinnott,"370 Fountain Avenue, Brooklyn, NY, 11208","Public district, 6-8",406
5/10,Ps 221 Tossaint L Ouverture,"791 Empire Boulevard, Brooklyn, NY, 11213","Public district, PK-5",307
5/10,Ps 225 The Eileen E Zaglin,"1075 Ocean View Avenue, Brooklyn, NY, 11235","Public district, PK-8",997
5/10,Andries Hudde School,"2500 Nostrand Avenue, Brooklyn, NY, 11210","Public district, 6-8",753
5/10,Ps 244 Richard R Green,"5404 Tilden Avenue, Brooklyn, NY, 11203","Public district, PK-5",491
5/10,P.S. 261 Philip Livingston,"314 Pacific Street, Brooklyn, NY, 11201","Public district, PK-5",803
5/10,Ps 269 Nostrand,"1957 Nostrand Avenue, Brooklyn, NY, 11210","Public district, PK, 3-5",325
5/10,Ps 274 Kosciusko,"800 Bushwick Avenue, Brooklyn, NY, 11221","Public district, PK-5",408
5/10,Is 285 Meyer Levin,"5909 Beverley Road, Brooklyn, NY, 11203","Public district, 6-8",663
5/10,Ps 328 Phyllis Wheatley,"330 Alabama Avenue, Brooklyn, NY, 11207","Public district, PK-5",284
5/10,Ps 345 Patrolman Robert Bolden,"111 Berriman Street, Brooklyn, NY, 11208","Public district, PK-5",536
5/10,Ps 346 Abe Stark,"1400 Pennsylvania Avenue, Brooklyn, NY, 11239","Public district, PK-5",582
5/10,Brooklyn Studio Secondary School,"8310 21st Avenue, Brooklyn, NY, 11214","Public district, 6-12",929
5/10,Ps 290 Juan Morel Campos,"135 Schenck Avenue, Brooklyn, NY, 11207","Public district, PK-5",522
5/10,Ps 28 The Warren Prep Academy,"1001 Herkimer Street, Brooklyn, NY, 11233","Public district, PK-5",131
5/10,Urban Assembly School For Law And Justice,"283 Adams Street, Brooklyn, NY, 11201","Public district, 9-12",450
5/10,Ms 582,"207 Bushwick Avenue, Brooklyn, NY, 11206","Public district, 6-8",260
5/10,Williamsburg High School for Architecture and Design,"257 North 6th Street, Brooklyn, NY, 11211","Public district, 9-12",570
5/10,Williamsburg Preparatory School,"257 North 6th Street, Brooklyn, NY, 11211","Public district, 9-12",683
5/10,Elijah Stroud Middle School,"750 Classon Avenue, Brooklyn, NY, 11238","Public district, 6-8",143
5/10,Frederick Doughlass Academy Viii Middle School,"1400 Pennsylvania Avenue, Brooklyn, NY, 11239","Public district, 6-8",338
5/10,Ps 506 The School Of Journalism And Technology,"330 59th Street, Brooklyn, NY, 11220","Public district, K-5",804
5/10,It Takes A Village Academy,"5800 Tilden Avenue, Brooklyn, NY, 11203","Public district, 9-12",711
5/10,Young Women's Leadership School of Brooklyn,"325 Bushwick Avenue, Brooklyn, NY, 11206","Public district, 6-12",407
5/10,The Science And Medicine Middle School,"965 East 107th Street, Brooklyn, NY, 11236","Public district, 6-8",394
5/10,La Cima Charter School,"800 Gates Avenue, 3rd Floor, Brooklyn, NY, 11221","Public charter, K-5",360
5/10,Explore Empower Charter School,"188 Rochester Avenue, Brooklyn, NY, 11213","Public charter, K-8",522
5/10,Hebrew Language Academy,"2186 Mill Avenue, Brooklyn, NY, 11234","Public charter, K-8",728
5/10,Mott Hall Bridges Academy,"210 Chester Street, Brooklyn, NY, 11212","Public district, 6-8",199
5/10,Ps 971,"6214 4th Avenue, Brooklyn, NY, 11220","Public district, K-5",357
5/10,Bedford Stuyvesant New Beginnings Charter School,"82 Lewis Avenue, Brooklyn, NY, 11206","Public charter, K-8",678
5/10,Invictus Preparatory Charter School,"370 Fountain Avenue, 3rd Floor, Brooklyn, NY, 11208","Public charter, 5-8",260
